ID Major Occupation Group,Major Occupation Group,ID Minor Occupation Group,Minor Occupation Group,ID Broad Occupation,Broad Occupation,ID Detailed Occupation,Detailed Occupation,ID Year,Year,ID Industry Sector,Industry Sector,ID Industry Sub-Sector,Industry Sub-Sector,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,Record Count,Slug Detailed Occupation,PUMS Industry,ID PUMS Industry,Slug PUMS Industry
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","439022","Word processors & typists",2016,"2016","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",845,713.6772470049006,23441.62603550296,15593.18145706858,11,"word-processors-typists","Restaurants & Food Services","722Z","restaurants-food-services"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","513093","Food cooking machine operators & tenders",2016,"2016","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",4964,1729.7495690168244,16757.625503626106,4780.630271130286,44,"food-cooking-machine-operators-tenders","Restaurants & Food Services","722Z","restaurants-food-services"
"310000-390000","Service Occupations","310000","Healthcare Support Occupations","310000","Healthcare Support Occupations","31909X","Healthcare support workers, all other, including medical equipment preparers",2016,"2016","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",970,764.6438098284775,29149.003092783507,9674.200780296893,8,"healthcare-support-workers-all-other-including-medical-equipment-preparers","Restaurants & Food Services","722Z","restaurants-food-services"
"310000-390000","Service Occupations","390000","Personal Care & Service Occupations","390000","Personal Care & Service Occupations","393010","Gaming services workers",2016,"2016","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",886,730.7861304650141,8455.664785553048,8092.907422711464,8,"gaming-services-workers","Restaurants & Food Services","722Z","restaurants-food-services"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","537000","Material Moving Occupations","537061","Cleaners of vehicles & equipment",2016,"2016","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",1037,790.6105185452282,17022.699132111862,6301.585629534417,10,"cleaners-of-vehicles-equipment","Restaurants & Food Services","722Z","restaurants-food-services"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","533030","Driver/sales workers & truck drivers",2016,"2016","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",252361,12322.778535297175,18369.02103336094,1080.9418414848458,1966,"driversales-workers-truck-drivers","Restaurants & Food Services","722Z","restaurants-food-services"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","436010","Secretaries & administrative assistants",2016,"2016","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",14322,2938.023072489815,39483.921449518224,5610.077700164741,148,"secretaries-administrative-assistants","Restaurants & Food Services","722Z","restaurants-food-services"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","513092","Food batchmakers",2016,"2016","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",5933,1891.0502597454595,15520.756952637788,4007.3168807487523,65,"food-batchmakers","Restaurants & Food Services","722Z","restaurants-food-services"
"310000-390000","Service Occupations","390000","Personal Care & Service Occupations","390000","Personal Care & Service Occupations","393031","Ushers, lobby attendants, & ticket takers",2016,"2016","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",509,553.9019442979438,8732.56188605108,6364.524299622985,6,"ushers-lobby-attendants-ticket-takers","Restaurants & Food Services","722Z","restaurants-food-services"
"310000-390000","Service Occupations","330000","Protective service occupations","330000","Protective service occupations","339030","Security guards & gaming surveillance officers",2016,"2016","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",5364,1798.0887830987913,17887.505779269202,5054.213737199829,44,"security-guards-gaming-surveillance-officers","Restaurants & Food Services","722Z","restaurants-food-services"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","150000","Computer & mathematical occupations","151150","Computer support specialists (Legacy)",2016,"2016","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",1766,1031.7333539677538,63068.39297848244,19614.29134281731,17,"computer-support-specialists-legacy","Restaurants & Food Services","722Z","restaurants-food-services"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","435081","Stock clerks & order fillers",2016,"2016","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",11755,2661.757695039706,18551.62407486176,3116.1072121188963,104,"stock-clerks-order-fillers","Restaurants & Food Services","722Z","restaurants-food-services"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113121","Human resources managers",2016,"2016","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",13015,2800.769741095792,45038.662005378406,11086.230562835253,132,"human-resources-managers","Restaurants & Food Services","722Z","restaurants-food-services"
"310000-390000","Service Occupations","390000","Personal Care & Service Occupations","390000","Personal Care & Service Occupations","393090","Miscellaneous entertainment attendants & related workers",2016,"2016","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",1326,894.0144538600571,10913.40874811463,6037.268237255902,10,"miscellaneous-entertainment-attendants-related-workers","Restaurants & Food Services","722Z","restaurants-food-services"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","271020","Designers",2016,"2016","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",3613,1475.7178934823003,51002.83337946305,19066.115068722243,38,"designers","Restaurants & Food Services","722Z","restaurants-food-services"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113021","Computer & information systems managers",2016,"2016","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",2927,1328.2558834207136,93451.9798428425,23711.722114293392,20,"computer-information-systems-managers","Restaurants & Food Services","722Z","restaurants-food-services"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","170000","Architecture & engineering occupations","173020","Engineering technicians, except drafters",2016,"2016","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",695,647.2411530941406,36666.054676258995,33106.71989589477,5,"engineering-technicians-except-drafters","Restaurants & Food Services","722Z","restaurants-food-services"
"310000-390000","Service Occupations","350000","Food Preparation & Serving Related Occupations","350000","Food Preparation & Serving Related Occupations","351011","Chefs & head cooks",2016,"2016","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",316098,13788.37284022424,31651.281523451587,1299.205497144421,2456,"chefs-head-cooks","Restaurants & Food Services","722Z","restaurants-food-services"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","435071","Shipping, receiving, & traffic clerks",2016,"2016","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",4673,1678.2848330477916,26658.86475497539,4355.304833903729,36,"shipping-receiving-traffic-clerks","Restaurants & Food Services","722Z","restaurants-food-services"
"310000-390000","Service Occupations","390000","Personal Care & Service Occupations","390000","Personal Care & Service Occupations","396010","Baggage porters, bellhops, & concierges",2016,"2016","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",1694,1010.4828140745363,21751.3199527745,12173.997959498796,17,"baggage-porters-bellhops-concierges","Restaurants & Food Services","722Z","restaurants-food-services"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","132011","Accountants & auditors",2016,"2016","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",17617,3258.4752211234836,59458.66242833627,12579.578679944048,172,"accountants-auditors","Restaurants & Food Services","722Z","restaurants-food-services"
